Entity,Code,Year,Fossil Fuels (TWh)
Africa,,1965,660.374
Africa,,1966,691.925
Africa,,1967,696.119
Africa,,1968,729.055
Africa,,1969,739.109
Africa,,1970,796.088
Africa,,1971,875.876
Africa,,1972,923.136
Africa,,1973,1001.571
Africa,,1974,1042.416
Africa,,1975,1103.511
Africa,,1976,1206.331
Africa,,1977,1263.307
Africa,,1978,1315.812
Africa,,1979,1445.936
Africa,,1980,1565.743
Africa,,1981,1752.171
Africa,,1982,1880.16
Africa,,1983,1947.711
Africa,,1984,2007.814
Africa,,1985,2073.619
Africa,,1986,2111.052
Africa,,1987,2198.916
Africa,,1988,2339.074
Africa,,1989,2337.125
Africa,,1990,2421.581
Africa,,1991,2403.493
Africa,,1992,2451.311
Africa,,1993,2465.769
Africa,,1994,2547.541
Africa,,1995,2648.019
Africa,,1996,2715.229
Africa,,1997,2764.456
Africa,,1998,2799.416
Africa,,1999,2883.659
Africa,,2000,2941.614
Africa,,2001,3045.207
Africa,,2002,3071.925
Africa,,2003,3235.96
Africa,,2004,3458.685
Africa,,2005,3496.219
Africa,,2006,3555.177
Africa,,2007,3688.106
Africa,,2008,3920.944
Africa,,2009,3991.859
Africa,,2010,4110.328
Africa,,2011,4118.669
Africa,,2012,4281.968
Africa,,2013,4390.588
Africa,,2014,4548.219
Africa,,2015,4639.514
Africa,,2016,4772.723
Africa,,2017,4867.187
Africa,,2018,4979.295
Africa,,2019,5051.763
Africa,,2020,4667.096
Algeria,DZA,1965,23.65
Algeria,DZA,1966,28.783
Algeria,DZA,1967,27.035
Algeria,DZA,1968,28.68
Algeria,DZA,1969,32.472
Algeria,DZA,1970,35.044
Algeria,DZA,1971,38.757
Algeria,DZA,1972,43.184
Algeria,DZA,1973,51.027
Algeria,DZA,1974,57.439
Algeria,DZA,1975,69.4
Algeria,DZA,1976,80.952
Algeria,DZA,1977,89.417
Algeria,DZA,1978,112.622
Algeria,DZA,1979,147.68
Algeria,DZA,1980,176.383
Algeria,DZA,1981,214.104
Algeria,DZA,1982,246.696
Algeria,DZA,1983,270.272
Algeria,DZA,1984,258.86
Algeria,DZA,1985,260.387
Algeria,DZA,1986,276.752
Algeria,DZA,1987,283.693
Algeria,DZA,1988,304.881
Algeria,DZA,1989,296.4
Algeria,DZA,1990,314.575
Algeria,DZA,1991,311.229
Algeria,DZA,1992,319.639
Algeria,DZA,1993,296.951
Algeria,DZA,1994,301.43
Algeria,DZA,1995,312.574
Algeria,DZA,1996,309.526
Algeria,DZA,1997,297.638
Algeria,DZA,1998,307.713
Algeria,DZA,1999,310.834
Algeria,DZA,2000,299.786
Algeria,DZA,2001,310.611
Algeria,DZA,2002,321.784
Algeria,DZA,2003,336.154
Algeria,DZA,2004,349.055
Algeria,DZA,2005,364.682
Algeria,DZA,2006,378.601
Algeria,DZA,2007,399.001
Algeria,DZA,2008,422.762
Algeria,DZA,2009,447.905
Algeria,DZA,2010,438.49
Algeria,DZA,2011,463.396
Algeria,DZA,2012,506.532
Algeria,DZA,2013,536.629
Algeria,DZA,2014,584.926
Algeria,DZA,2015,616.921
Algeria,DZA,2016,616.097
Algeria,DZA,2017,622.254
Algeria,DZA,2018,669.241
Algeria,DZA,2019,693.219
Algeria,DZA,2020,636.874
Argentina,ARG,1965,324.93
Argentina,ARG,1966,335.516
Argentina,ARG,1967,345.267
Argentina,ARG,1968,356.39
Argentina,ARG,1969,368.907
Argentina,ARG,1970,348.673
Argentina,ARG,1971,369.968
Argentina,ARG,1972,374.749
Argentina,ARG,1973,387.443
Argentina,ARG,1974,394.348
Argentina,ARG,1975,380.306
Argentina,ARG,1976,400.352
Argentina,ARG,1977,419.53
Argentina,ARG,1978,410.759
Argentina,ARG,1979,435.242
Argentina,ARG,1980,420.252
Argentina,ARG,1981,406.313
Argentina,ARG,1982,408.82
Argentina,ARG,1983,421.586
Argentina,ARG,1984,415.177
Argentina,ARG,1985,403.817
Argentina,ARG,1986,430.071
Argentina,ARG,1987,448.333
Argentina,ARG,1988,478.746
Argentina,ARG,1989,467.783
Argentina,ARG,1990,439.546
Argentina,ARG,1991,451.97
Argentina,ARG,1992,482.118
Argentina,ARG,1993,485.236
Argentina,ARG,1994,504.379
Argentina,ARG,1995,529.423
Argentina,ARG,1996,568.748
Argentina,ARG,1997,558.966
Argentina,ARG,1998,588.22
Argentina,ARG,1999,611.547
Argentina,ARG,2000,595.378
Argentina,ARG,2001,553.803
Argentina,ARG,2002,531.778
Argentina,ARG,2003,579.307
Argentina,ARG,2004,632.298
Argentina,ARG,2005,670.61
Argentina,ARG,2006,697.781
Argentina,ARG,2007,755.229
Argentina,ARG,2008,766.456
Argentina,ARG,2009,731.035
Argentina,ARG,2010,762.505
Argentina,ARG,2011,793.023
Argentina,ARG,2012,831.568
Argentina,ARG,2013,859
Argentina,ARG,2014,857.358
Argentina,ARG,2015,869.649
Argentina,ARG,2016,869.584
Argentina,ARG,2017,866.423
Argentina,ARG,2018,853.963
Argentina,ARG,2019,792.53
Argentina,ARG,2020,735.604
Asia Pacific,,1965,4757.154
Asia Pacific,,1966,5184.348
Asia Pacific,,1967,5477.969
Asia Pacific,,1968,5892.682
Asia Pacific,,1969,6742.211
Asia Pacific,,1970,7713.82
Asia Pacific,,1971,8437.557
Asia Pacific,,1972,8950.671
Asia Pacific,,1973,9743.13
Asia Pacific,,1974,9868.806
Asia Pacific,,1975,10215.474
Asia Pacific,,1976,10715.378
Asia Pacific,,1977,11408.247
Asia Pacific,,1978,12120.55
Asia Pacific,,1979,12621.276
Asia Pacific,,1980,12647.158
Asia Pacific,,1981,12678.088
Asia Pacific,,1982,12757.92
Asia Pacific,,1983,13258.445
Asia Pacific,,1984,14181.507
Asia Pacific,,1985,14784.866
Asia Pacific,,1986,15404.73
Asia Pacific,,1987,16256.58
Asia Pacific,,1988,17509.14
Asia Pacific,,1989,18422.869
Asia Pacific,,1990,19185.948
Asia Pacific,,1991,20069.677
Asia Pacific,,1992,21094.376
Asia Pacific,,1993,22112.384
Asia Pacific,,1994,23369.09
Asia Pacific,,1995,24423.642
Asia Pacific,,1996,25650.618
Asia Pacific,,1997,26417.914
Asia Pacific,,1998,26173.491
Asia Pacific,,1999,27272.074
Asia Pacific,,2000,28282.948
Asia Pacific,,2001,29163.405
Asia Pacific,,2002,30734.086
Asia Pacific,,2003,33645.778
Asia Pacific,,2004,36789.51
Asia Pacific,,2005,39751.032
Asia Pacific,,2006,42056.009
Asia Pacific,,2007,44833.186
Asia Pacific,,2008,45806.273
Asia Pacific,,2009,46886.966
Asia Pacific,,2010,49687.066
Asia Pacific,,2011,52682.103
Asia Pacific,,2012,54435.828
Asia Pacific,,2013,55769.712
Asia Pacific,,2014,56598.911
Asia Pacific,,2015,57321.884
Asia Pacific,,2016,58114.378
Asia Pacific,,2017,59524.733
Asia Pacific,,2018,61165.497
Asia Pacific,,2019,62204.409
Asia Pacific,,2020,60742.138
Australia,AUS,1965,402.077
Australia,AUS,1966,423.476
Australia,AUS,1967,449.677
Australia,AUS,1968,477.284
Australia,AUS,1969,495.853
Australia,AUS,1970,539.194
Australia,AUS,1971,563.941
Australia,AUS,1972,591.039
Australia,AUS,1973,631.948
Australia,AUS,1974,669.507
Australia,AUS,1975,678.317
Australia,AUS,1976,705.691
Australia,AUS,1977,744.55
Australia,AUS,1978,766.534
Australia,AUS,1979,797.832
Australia,AUS,1980,803.198
Australia,AUS,1981,815.502
Australia,AUS,1982,810.511
Australia,AUS,1983,783.714
Australia,AUS,1984,812.2
Australia,AUS,1985,834.893
Australia,AUS,1986,851.963
Australia,AUS,1987,879.426
Australia,AUS,1988,918.731
Australia,AUS,1989,967.351
Australia,AUS,1990,986.967
Australia,AUS,1991,976.707
Australia,AUS,1992,992.876
Australia,AUS,1993,1013.435
Australia,AUS,1994,1055.42
Australia,AUS,1995,1105.361
Australia,AUS,1996,1137.801
Australia,AUS,1997,1166.822
Australia,AUS,1998,1196.008
Australia,AUS,1999,1245.265
Australia,AUS,2000,1253.117
Australia,AUS,2001,1264.391
Australia,AUS,2002,1288.919
Australia,AUS,2003,1306.148
Australia,AUS,2004,1347.663
Australia,AUS,2005,1348.163
Australia,AUS,2006,1408.025
Australia,AUS,2007,1441.125
Australia,AUS,2008,1465.019
Australia,AUS,2009,1436.133
Australia,AUS,2010,1420.289
Australia,AUS,2011,1441.484
Australia,AUS,2012,1424.087
Australia,AUS,2013,1429.639
Australia,AUS,2014,1452.054
Australia,AUS,2015,1482.461
Australia,AUS,2016,1475.03
Australia,AUS,2017,1474.241
Australia,AUS,2018,1457.775
Australia,AUS,2019,1493.91
Australia,AUS,2020,1386.359
Austria,AUT,1965,141.941
Austria,AUT,1966,147.078
Austria,AUT,1967,148.031
Austria,AUT,1968,160.469
Austria,AUT,1969,172.492
Austria,AUT,1970,191.196
Austria,AUT,1971,203.347
Austria,AUT,1972,210.707
Austria,AUT,1973,224.709
Austria,AUT,1974,215.803
Austria,AUT,1975,210.702
Austria,AUT,1976,230.082
Austria,AUT,1977,217.907
Austria,AUT,1978,230.44
Austria,AUT,1979,239.135
Austria,AUT,1980,234.796
Austria,AUT,1981,220.305
Austria,AUT,1982,209.962
Austria,AUT,1983,209.993
Austria,AUT,1984,218.075
Austria,AUT,1985,221.793
Austria,AUT,1986,220.942
Austria,AUT,1987,226.486
Austria,AUT,1988,221.397
Austria,AUT,1989,223.71
Austria,AUT,1990,238.275
Austria,AUT,1991,254.541
Austria,AUT,1992,238.591
Austria,AUT,1993,239.135
Austria,AUT,1994,240.442
Austria,AUT,1995,251.358
Austria,AUT,1996,261.108
Austria,AUT,1997,262.825
Austria,AUT,1998,265.214
Austria,AUT,1999,264.149
Austria,AUT,2000,262.434
Austria,AUT,2001,280.449
Austria,AUT,2002,282.885
Austria,AUT,2003,307.114
Austria,AUT,2004,302.397
Austria,AUT,2005,306.342
Austria,AUT,2006,300.44
Austria,AUT,2007,284.227
Austria,AUT,2008,288.212
Austria,AUT,2009,267.16
Austria,AUT,2010,287.307
Austria,AUT,2011,272.512
Austria,AUT,2012,265.332
Austria,AUT,2013,266.25
Austria,AUT,2014,250.162
Austria,AUT,2015,257.077
Austria,AUT,2016,262.875
Austria,AUT,2017,273.609
Austria,AUT,2018,266.918
Austria,AUT,2019,275.456
Austria,AUT,2020,244.483
Azerbaijan,AZE,1985,230.855
Azerbaijan,AZE,1986,250.218
Azerbaijan,AZE,1987,242.41
Azerbaijan,AZE,1988,242.908
Azerbaijan,AZE,1989,247.744
Azerbaijan,AZE,1990,255.4
Azerbaijan,AZE,1991,244.911
Azerbaijan,AZE,1992,209.042
Azerbaijan,AZE,1993,178.67
Azerbaijan,AZE,1994,165.326
Azerbaijan,AZE,1995,155.921
Azerbaijan,AZE,1996,127.103
Azerbaijan,AZE,1997,121.004
Azerbaijan,AZE,1998,120.794
Azerbaijan,AZE,1999,121.555
Azerbaijan,AZE,2000,127.01
Azerbaijan,AZE,2001,122.96
Azerbaijan,AZE,2002,119.412
Azerbaijan,AZE,2003,128.434
Azerbaijan,AZE,2004,145.812
Azerbaijan,AZE,2005,158.068
Azerbaijan,AZE,2006,156.766
Azerbaijan,AZE,2007,141.62
Azerbaijan,AZE,2008,143.445
Azerbaijan,AZE,2009,125.875
Azerbaijan,AZE,2010,121.15
Azerbaijan,AZE,2011,137.84
Azerbaijan,AZE,2012,144.468
Azerbaijan,AZE,2013,149.37
Azerbaijan,AZE,2014,152.86
Azerbaijan,AZE,2015,166.603
Azerbaijan,AZE,2016,164.056
Azerbaijan,AZE,2017,161.403
Azerbaijan,AZE,2018,166.042
Azerbaijan,AZE,2019,175.591
Azerbaijan,AZE,2020,169.516
Bangladesh,BGD,1971,8.135
Bangladesh,BGD,1972,15.402
Bangladesh,BGD,1973,18.703
Bangladesh,BGD,1974,19.602
Bangladesh,BGD,1975,21.807
Bangladesh,BGD,1976,25.035
Bangladesh,BGD,1977,25.896
Bangladesh,BGD,1978,27.811
Bangladesh,BGD,1979,30.731
Bangladesh,BGD,1980,34.854
Bangladesh,BGD,1981,34.992
Bangladesh,BGD,1982,39.095
Bangladesh,BGD,1983,38.233
Bangladesh,BGD,1984,40.79
Bangladesh,BGD,1985,46.089
Bangladesh,BGD,1986,51.206
Bangladesh,BGD,1987,56.456
Bangladesh,BGD,1988,62.58
Bangladesh,BGD,1989,66.894
Bangladesh,BGD,1990,71.242
Bangladesh,BGD,1991,68.777
Bangladesh,BGD,1992,75.357
Bangladesh,BGD,1993,83.638
Bangladesh,BGD,1994,88.186
Bangladesh,BGD,1995,106.009
Bangladesh,BGD,1996,110.017
Bangladesh,BGD,1997,115.765
Bangladesh,BGD,1998,123.001
Bangladesh,BGD,1999,124.522
Bangladesh,BGD,2000,133.906
Bangladesh,BGD,2001,152.668
Bangladesh,BGD,2002,158.325
Bangladesh,BGD,2003,167.944
Bangladesh,BGD,2004,173.801
Bangladesh,BGD,2005,187.605
Bangladesh,BGD,2006,203.441
Bangladesh,BGD,2007,208.275
Bangladesh,BGD,2008,219.933
Bangladesh,BGD,2009,243.414
Bangladesh,BGD,2010,248.374
Bangladesh,BGD,2011,269.68
Bangladesh,BGD,2012,289.059
Bangladesh,BGD,2013,297.956
Bangladesh,BGD,2014,310.569
Bangladesh,BGD,2015,360.559
Bangladesh,BGD,2016,366.685
Bangladesh,BGD,2017,380.379
Bangladesh,BGD,2018,404.131
Bangladesh,BGD,2019,452.465
Bangladesh,BGD,2020,439.354
Belarus,BLR,1985,407.985
Belarus,BLR,1986,465.78
Belarus,BLR,1987,472.561
Belarus,BLR,1988,479.346
Belarus,BLR,1989,463.602
Belarus,BLR,1990,444.514
Belarus,BLR,1991,439.715
Belarus,BLR,1992,416.021
Belarus,BLR,1993,333.17
Belarus,BLR,1994,277.628
Belarus,BLR,1995,251.889
Belarus,BLR,1996,258.286
Belarus,BLR,1997,260.858
Belarus,BLR,1998,255.248
Belarus,BLR,1999,248.478
Belarus,BLR,2000,255.324
Belarus,BLR,2001,248.884
Belarus,BLR,2002,256.297
Belarus,BLR,2003,255.155
Belarus,BLR,2004,287.386
Belarus,BLR,2005,286.352
Belarus,BLR,2006,304.169
Belarus,BLR,2007,296.992
Belarus,BLR,2008,300.353
Belarus,BLR,2009,284.489
Belarus,BLR,2010,301.882
Belarus,BLR,2011,300.223
Belarus,BLR,2012,324.357
Belarus,BLR,2013,285.884
Belarus,BLR,2014,295.486
Belarus,BLR,2015,268.372
Belarus,BLR,2016,266.757
Belarus,BLR,2017,271.123
Belarus,BLR,2018,295.352
Belarus,BLR,2019,290.568
Belarus,BLR,2020,270.628
Belgium,BEL,1965,412.137
Belgium,BEL,1966,396.958
Belgium,BEL,1967,416.685
Belgium,BEL,1968,464.523
Belgium,BEL,1969,510.033
Belgium,BEL,1970,538.702
Belgium,BEL,1971,528.939
Belgium,BEL,1972,562.17
Belgium,BEL,1973,569.235
Belgium,BEL,1974,549.309
Belgium,BEL,1975,497.964
Belgium,BEL,1976,520.598
Belgium,BEL,1977,515.275
Belgium,BEL,1978,537.72
Belgium,BEL,1979,557.258
Belgium,BEL,1980,528.719
Belgium,BEL,1981,499.754
Belgium,BEL,1982,469.302
Belgium,BEL,1983,429.505
Belgium,BEL,1984,441.641
Belgium,BEL,1985,445.17
Belgium,BEL,1986,448.549
Belgium,BEL,1987,457.858
Belgium,BEL,1988,466.242
Belgium,BEL,1989,476.085
Belgium,BEL,1990,498.421
Belgium,BEL,1991,519.606
Belgium,BEL,1992,516.315
Belgium,BEL,1993,510.658
Belgium,BEL,1994,546.805
Belgium,BEL,1995,552.721
Belgium,BEL,1996,589.183
Belgium,BEL,1997,584.938
Belgium,BEL,1998,602.064
Belgium,BEL,1999,588.425
Belgium,BEL,2000,603.482
Belgium,BEL,2001,602.887
Belgium,BEL,2002,597.306
Belgium,BEL,2003,626.131
Belgium,BEL,2004,629.156
Belgium,BEL,2005,618.787
Belgium,BEL,2006,621.709
Belgium,BEL,2007,621.807
Belgium,BEL,2008,639.172
Belgium,BEL,2009,580.632
Belgium,BEL,2010,621.578
Belgium,BEL,2011,565.705
Belgium,BEL,2012,551.772
Belgium,BEL,2013,562.15
Belgium,BEL,2014,533.522
Belgium,BEL,2015,558.827
Belgium,BEL,2016,565.718
Belgium,BEL,2017,573.332
Belgium,BEL,2018,599.519
Belgium,BEL,2019,579.424
Belgium,BEL,2020,458.416
Brazil,BRA,1965,198.422
Brazil,BRA,1966,216.263
Brazil,BRA,1967,223.268
Brazil,BRA,1968,263.15
Brazil,BRA,1969,289.142
Brazil,BRA,1970,327.374
Brazil,BRA,1971,358.405
Brazil,BRA,1972,409.768
Brazil,BRA,1973,496.858
Brazil,BRA,1974,537.015
Brazil,BRA,1975,559.468
Brazil,BRA,1976,604.908
Brazil,BRA,1977,629.538
Brazil,BRA,1978,689.328
Brazil,BRA,1979,726.766
Brazil,BRA,1980,711.464
Brazil,BRA,1981,679.89
Brazil,BRA,1982,695.901
Brazil,BRA,1983,678.36
Brazil,BRA,1984,707.107
Brazil,BRA,1985,739.001
Brazil,BRA,1986,806.96
Brazil,BRA,1987,835.078
Brazil,BRA,1988,849.899
Brazil,BRA,1989,855.031
Brazil,BRA,1990,829.647
Brazil,BRA,1991,854.976
Brazil,BRA,1992,909.826
Brazil,BRA,1993,950.132
Brazil,BRA,1994,1010.096
Brazil,BRA,1995,1057.746
Brazil,BRA,1996,1122.79
Brazil,BRA,1997,1197.646
Brazil,BRA,1998,1239.807
Brazil,BRA,1999,1269.606
Brazil,BRA,2000,1282.023
Brazil,BRA,2001,1322.387
Brazil,BRA,2002,1318.76
Brazil,BRA,2003,1311.017
Brazil,BRA,2004,1382.411
Brazil,BRA,2005,1406.522
Brazil,BRA,2006,1435.178
Brazil,BRA,2007,1492.973
Brazil,BRA,2008,1583.418
Brazil,BRA,2009,1492.023
Brazil,BRA,2010,1704.874
Brazil,BRA,2011,1795.044
Brazil,BRA,2012,1886.311
Brazil,BRA,2013,2037.776
Brazil,BRA,2014,2119.608
Brazil,BRA,2015,2048.681
Brazil,BRA,2016,1897.6
Brazil,BRA,2017,1934.09
Brazil,BRA,2018,1861.256
Brazil,BRA,2019,1873.529
Brazil,BRA,2020,1761.672
Bulgaria,BGR,1965,114.012
Bulgaria,BGR,1966,122.622
Bulgaria,BGR,1967,143.362
Bulgaria,BGR,1968,163.079
Bulgaria,BGR,1969,180.63
Bulgaria,BGR,1970,202.995
Bulgaria,BGR,1971,211.581
Bulgaria,BGR,1972,218.124
Bulgaria,BGR,1973,225.474
Bulgaria,BGR,1974,231.247
Bulgaria,BGR,1975,250.812
Bulgaria,BGR,1976,258.113
Bulgaria,BGR,1977,268.996
Bulgaria,BGR,1978,281.251
Bulgaria,BGR,1979,290.928
Bulgaria,BGR,1980,307.52
Bulgaria,BGR,1981,294.461
Bulgaria,BGR,1982,299.615
Bulgaria,BGR,1983,296.561
Bulgaria,BGR,1984,293.673
Bulgaria,BGR,1985,293.005
Bulgaria,BGR,1986,302.508
Bulgaria,BGR,1987,303.506
Bulgaria,BGR,1988,301.207
Bulgaria,BGR,1989,302
Bulgaria,BGR,1990,277.272
Bulgaria,BGR,1991,217.649
Bulgaria,BGR,1992,207.359
Bulgaria,BGR,1993,216.788
Bulgaria,BGR,1994,204.57
Bulgaria,BGR,1995,215.84
Bulgaria,BGR,1996,210.637
Bulgaria,BGR,1997,197.972
Bulgaria,BGR,1998,188.99
Bulgaria,BGR,1999,161.988
Bulgaria,BGR,2000,157.972
Bulgaria,BGR,2001,164.494
Bulgaria,BGR,2002,156.381
Bulgaria,BGR,2003,170.72
Bulgaria,BGR,2004,164.736
Bulgaria,BGR,2005,174.813
Bulgaria,BGR,2006,177.732
Bulgaria,BGR,2007,187.287
Bulgaria,BGR,2008,180.62
Bulgaria,BGR,2009,151.244
Bulgaria,BGR,2010,154.248
Bulgaria,BGR,2011,170.062
Bulgaria,BGR,2012,155.899
Bulgaria,BGR,2013,140.076
Bulgaria,BGR,2014,148.132
Bulgaria,BGR,2015,158.935
Bulgaria,BGR,2016,150.64
Bulgaria,BGR,2017,158.779
Bulgaria,BGR,2018,149.139
Bulgaria,BGR,2019,145.296
Bulgaria,BGR,2020,129.402
CIS,,1965,6670.801
CIS,,1966,7078.846
CIS,,1967,7462.695
CIS,,1968,7703.697
CIS,,1969,8023.527
CIS,,1970,8429.689
CIS,,1971,8854.201
CIS,,1972,9325.479
CIS,,1973,9807.651
CIS,,1974,10323.323
CIS,,1975,10852.633
CIS,,1976,11237.649
CIS,,1977,11694.843
CIS,,1978,12155.231
CIS,,1979,12478.69
CIS,,1980,12697.976
CIS,,1981,12938.948
CIS,,1982,13279.275
CIS,,1983,13527.71
CIS,,1984,13912.231
CIS,,1985,11142.625
CIS,,1986,11401.515
CIS,,1987,11692.011
CIS,,1988,11923.863
CIS,,1989,11953.584
CIS,,1990,11765.191
CIS,,1991,11534.956
CIS,,1992,10993.851
CIS,,1993,10069.481
CIS,,1994,9147.224
CIS,,1995,8565.737
CIS,,1996,8286.039
CIS,,1997,7772.656
CIS,,1998,7767.757
CIS,,1999,7810.828
CIS,,2000,7857.329
CIS,,2001,7999.825
CIS,,2002,7996.772
CIS,,2003,8189.618
CIS,,2004,8304.466
CIS,,2005,8334.09
CIS,,2006,8668.007
CIS,,2007,8774.338
CIS,,2008,8831.033
CIS,,2009,8399.843
CIS,,2010,8768.738
CIS,,2011,9190.302
CIS,,2012,9291.898
CIS,,2013,9111.18
CIS,,2014,9196.351
CIS,,2015,9063.029
CIS,,2016,9145.871
CIS,,2017,9239.234
CIS,,2018,9727.458
CIS,,2019,9655.691
CIS,,2020,9095.556
Canada,CAN,1965,1039.489
Canada,CAN,1966,1090.938
Canada,CAN,1967,1149.846
Canada,CAN,1968,1240.244
Canada,CAN,1969,1298.413
Canada,CAN,1970,1398.013
Canada,CAN,1971,1434.643
Canada,CAN,1972,1516.707
Canada,CAN,1973,1633.672
Canada,CAN,1974,1658.76
Canada,CAN,1975,1654.57
Canada,CAN,1976,1716.396
Canada,CAN,1977,1806.413
Canada,CAN,1978,1796.424
Canada,CAN,1979,1833.968
Canada,CAN,1980,1856.987
Canada,CAN,1981,1789.419
Canada,CAN,1982,1736.722
Canada,CAN,1983,1669.302
Canada,CAN,1984,1764.495
Canada,CAN,1985,1782.316
Canada,CAN,1986,1758.204
Canada,CAN,1987,1815.984
Canada,CAN,1988,1944.694
Canada,CAN,1989,2032.372
Canada,CAN,1990,1916.017
Canada,CAN,1991,1860.181
Canada,CAN,1992,1928.261
Canada,CAN,1993,1946.972
Canada,CAN,1994,2009.357
Canada,CAN,1995,2095.401
Canada,CAN,1996,2139.882
Canada,CAN,1997,2201.379
Canada,CAN,1998,2231.212
Canada,CAN,1999,2293.158
Canada,CAN,2000,2356.579
Canada,CAN,2001,2350.01
Canada,CAN,2002,2428.991
Canada,CAN,2003,2495.395
Canada,CAN,2004,2508.975
Canada,CAN,2005,2477.704
Canada,CAN,2006,2469.846
Canada,CAN,2007,2577.695
Canada,CAN,2008,2513.337
Canada,CAN,2009,2399.296
Canada,CAN,2010,2475.882
Canada,CAN,2011,2541.19
Canada,CAN,2012,2533.235
Canada,CAN,2013,2580.225
Canada,CAN,2014,2613.176
Canada,CAN,2015,2618.042
Canada,CAN,2016,2559.508
Canada,CAN,2017,2590.731
Canada,CAN,2018,2660.589
Canada,CAN,2019,2682.728
Canada,CAN,2020,2447.421
Chile,CHL,1965,61.333
Chile,CHL,1966,65.956
Chile,CHL,1967,67.225
Chile,CHL,1968,68.949
Chile,CHL,1969,73.742
Chile,CHL,1970,77.666
Chile,CHL,1971,83.348
Chile,CHL,1972,83.963
Chile,CHL,1973,80.52
Chile,CHL,1974,77.353
Chile,CHL,1975,67.81
Chile,CHL,1976,71.568
Chile,CHL,1977,73.862
Chile,CHL,1978,78.537
Chile,CHL,1979,81.286
Chile,CHL,1980,83.412
Chile,CHL,1981,85.376
Chile,CHL,1982,73.98
Chile,CHL,1983,74.548
Chile,CHL,1984,78.275
Chile,CHL,1985,76.745
Chile,CHL,1986,79.239
Chile,CHL,1987,82.055
Chile,CHL,1988,96.432
Chile,CHL,1989,115.7
Chile,CHL,1990,126.167
Chile,CHL,1991,132.825
Chile,CHL,1992,139.13
Chile,CHL,1993,148.73
Chile,CHL,1994,159.554
Chile,CHL,1995,171.788
Chile,CHL,1996,190.402
Chile,CHL,1997,219.48
Chile,CHL,1998,230.644
Chile,CHL,1999,248.34
Chile,CHL,2000,249.873
Chile,CHL,2001,244.261
Chile,CHL,2002,251.079
Chile,CHL,2003,251.507
Chile,CHL,2004,271.616
Chile,CHL,2005,273.326
Chile,CHL,2006,291.22
Chile,CHL,2007,311.998
Chile,CHL,2008,301.551
Chile,CHL,2009,292.26
Chile,CHL,2010,302.55
Chile,CHL,2011,335.999
Chile,CHL,2012,341.735
Chile,CHL,2013,344.163
Chile,CHL,2014,330.055
Chile,CHL,2015,332.723
Chile,CHL,2016,356.774
Chile,CHL,2017,348.094
Chile,CHL,2018,354.145
Chile,CHL,2019,363.47
Chile,CHL,2020,337.197
China,CHN,1965,1470.855
China,CHN,1966,1602.819
China,CHN,1967,1443.753
China,CHN,1968,1449.07
China,CHN,1969,1776.41
China,CHN,1970,2290.623
China,CHN,1971,2714.151
China,CHN,1972,2921.403
China,CHN,1973,3077.999
China,CHN,1974,3163.532
China,CHN,1975,3551.488
China,CHN,1976,3744.148
China,CHN,1977,4088.737
China,CHN,1978,4504.217
China,CHN,1979,4628.25
China,CHN,1980,4694.567
China,CHN,1981,4609.007
China,CHN,1982,4795.999
China,CHN,1983,5083.98
China,CHN,1984,5471.345
China,CHN,1985,5921.846
China,CHN,1986,6212.685
China,CHN,1987,6705.295
China,CHN,1988,7197.554
China,CHN,1989,7541.752
China,CHN,1990,7620.275
China,CHN,1991,8029.22
China,CHN,1992,8456.527
China,CHN,1993,9070.002
China,CHN,1994,9572.766
China,CHN,1995,9815.824
China,CHN,1996,10365.629
China,CHN,1997,10403.181
China,CHN,1998,10411.263
China,CHN,1999,10800.842
China,CHN,2000,11119.51
China,CHN,2001,11633.089
China,CHN,2002,12699.612
China,CHN,2003,14896.342
China,CHN,2004,17375.205
China,CHN,2005,19761.647
China,CHN,2006,21671.211
China,CHN,2007,23515.753
China,CHN,2008,24004.399
China,CHN,2009,25145.182
China,CHN,2010,26704.582
China,CHN,2011,28960.784
China,CHN,2012,29660.252
China,CHN,2013,30602.048
China,CHN,2014,31016.611
China,CHN,2015,31162.01
China,CHN,2016,31337.769
China,CHN,2017,32076.476
China,CHN,2018,32887.636
China,CHN,2019,33562.691
China,CHN,2020,34075.189
Colombia,COL,1965,78.418
Colombia,COL,1966,85.237
Colombia,COL,1967,90.192
Colombia,COL,1968,94.275
Colombia,COL,1969,94.617
Colombia,COL,1970,102.891
Colombia,COL,1971,99.809
Colombia,COL,1972,112.39
Colombia,COL,1973,110.454
Colombia,COL,1974,123.455
Colombia,COL,1975,123.365
Colombia,COL,1976,128.255
Colombia,COL,1977,131.226
Colombia,COL,1978,137.893
Colombia,COL,1979,145.283
Colombia,COL,1980,145.076
Colombia,COL,1981,150.036
Colombia,COL,1982,155.974
Colombia,COL,1983,165.763
Colombia,COL,1984,166.345
Colombia,COL,1985,171.202
Colombia,COL,1986,170.45
Colombia,COL,1987,185.239
Colombia,COL,1988,181.868
Colombia,COL,1989,188.673
Colombia,COL,1990,169.589
Colombia,COL,1991,178.496
Colombia,COL,1992,205.202
Colombia,COL,1993,216.641
Colombia,COL,1994,226.553
Colombia,COL,1995,231.57
Colombia,COL,1996,230.61
Colombia,COL,1997,251.529
Colombia,COL,1998,254.655
Colombia,COL,1999,221.123
Colombia,COL,2000,220.966
Colombia,COL,2001,214.327
Colombia,COL,2002,207.379
